Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Pattern 7,Pattern 8,Pattern 9,Pattern 10,Pattern 11,Pattern 12,Pattern 13,Pattern 14,Pattern 15,Pattern 16,Pattern 17,Pattern 18,Pattern 19,Pattern 20,Pattern 21,Pattern 22,Pattern 23,Pattern 24,Pattern 25,Pattern 26,Pattern 27,Pattern 28,Pattern 29,Pattern 30,Pattern 31,Pattern 32,Pattern 33,Pattern 34,Pattern 35,Pattern 36,Pattern 37,Pattern 38,Pattern 39,Pattern 40,Pattern 41,Pattern 42,Pattern 43,Pattern 44,Pattern 45,Pattern 46,Pattern 47,Pattern 48,Pattern 49,Pattern 50,Pattern 51,Pattern 52,Pattern 53,Pattern 54,Pattern 55,Pattern 56,Pattern 57,Pattern 58,Pattern 59,Pattern 60,Pattern 61,Pattern 62,Pattern 63,Pattern 64,Pattern 65,Pattern 66,Pattern 67,Pattern 68,Pattern 69,Pattern 70,Pattern 71,Pattern 72,Pattern 73,Pattern 74,Pattern 75,Pattern 76,Pattern 77,Pattern 78,Pattern 79,Pattern 80,Pattern 81,Pattern 82,Pattern 83,Pattern 84,Pattern 85,Pattern 86,Pattern 87,Pattern 88,Pattern 89,Pattern 90,Pattern 91,Pattern 92,Pattern 93,Pattern 94,Pattern 95,Pattern 96,Pattern 97,Pattern 98,Pattern 99,Pattern 100,Pattern 101,Pattern 102,Pattern 103,Pattern 104,Pattern 105,Pattern 106,Pattern 107,Pattern 108,Pattern 109,Pattern 110,Pattern 111,Pattern 112,Pattern 113,Pattern 114,Pattern 115,Pattern 116,Pattern 117,Pattern 118,Pattern 119,Pattern 120,Pattern 121,Pattern 122,Pattern 123,Pattern 124,Pattern 125,Pattern 126,Pattern 127,Pattern 128,Pattern 129,Pattern 130,Pattern 131,Pattern 132,Pattern 133,Pattern 134,Pattern 135,Pattern 136,Pattern 137,Pattern 138,Pattern 139,Pattern 140,Pattern 141,Pattern 142,Pattern 143,Pattern 144,Pattern 145,Pattern 146,Pattern 147,Pattern 148,Pattern 149,Pattern 150,Pattern 151,Pattern 152,Pattern 153,Pattern 154,Pattern 155,Pattern 156,Pattern 157,Pattern 158,Pattern 159,Pattern 160,Pattern 161,Pattern 162,Pattern 163,Pattern 164,Pattern 165,Pattern 166,Pattern 167,Pattern 168,Pattern 169,Pattern 170,Pattern 171,Pattern 172,Pattern 173,Pattern 174,Pattern 175,Pattern 176,Pattern 177,Pattern 178,Pattern 179,Pattern 180,Pattern 181,Pattern 182,Pattern 183,Pattern 184,Pattern 185,Pattern 186,Pattern 187,Pattern 188,Pattern 189,Pattern 190,Pattern 191,Pattern 192,Pattern 193,Pattern 194,Pattern 195,Pattern 196,Pattern 197,Pattern 198,Pattern 199,Pattern 200,Pattern 201,Pattern 202,Pattern 203,Pattern 204,Pattern 205,Pattern 206,Pattern 207,Pattern 208,Pattern 209,Pattern 210,Pattern 211,Pattern 212,Pattern 213,Pattern 214,Pattern 215,Pattern 216,Pattern 217,Pattern 218,Pattern 219,Pattern 220,Pattern 221,Pattern 222,Pattern 223,Pattern 224,Pattern 225,Pattern 226,Pattern 227,Pattern 228,Pattern 229,Pattern 230,Pattern 231,Pattern 232,Pattern 233,Pattern 234,Pattern 235,Pattern 236,Pattern 237,Pattern 238,Pattern 239,Pattern 240,Pattern 241,Pattern 242,Pattern 243,Pattern 244,Pattern 245,Pattern 246,Pattern 247,Pattern 248,Pattern 249,Pattern 250,Pattern 251,Pattern 252,Pattern 253,Pattern 254,Pattern 255,Pattern 256,Contact_Surface_Async
11,8,13,6,6,8,2,5,8,2,10,7,8,5,5,10,9,8,5,5,1,7,0,2,1,0,1,0,1,2,0,3,10,9,3,5,0,1,1,0,3,0,7,0,0,1,0,1,5,3,7,2,0,0,0,3,0,2,0,4,0,1,2,3,7,2,0,1,10,5,0,1,3,0,1,3,6,0,0,4,6,5,0,1,6,12,0,0,0,1,1,2,0,1,4,2,2,0,0,1,2,0,0,1,0,0,1,6,1,2,0,3,6,2,0,3,0,2,3,4,1,1,5,3,1,2,6,8,7,0,3,0,7,0,1,1,5,0,5,0,4,2,1,1,1,0,1,0,0,0,2,3,0,0,1,3,2,4,1,2,7,2,5,0,0,2,1,4,5,0,9,2,0,7,2,5,8,1,1,2,2,1,1,9,1,2,1,1,2,3,1,6,7,1,1,0,4,0,2,1,7,1,1,1,9,2,0,1,7,2,1,3,1,0,3,5,0,2,0,3,1,2,8,6,5,0,0,2,2,0,0,1,1,5,1,4,0,5,5,8,16,2,1,1,2,3,3,7,2,4,7,3,3,5,4,13,597
432,29,30,2,29,1,1,0,30,1,0,0,3,0,0,0,27,4,5,0,2,0,0,0,1,0,0,0,0,0,0,0,30,1,3,1,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,2,1,0,4,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,1,1,1,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2,3,4,5,2,5,0,4,1,0,6,4,7,3,2,35,1,8,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,6,3,0,0,0,0,0,0,2,0,0,0,0,0,7,1,2,38,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,2,0,0,0,0,0,0,3,0,0,0,7,1,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,1,17,1,0,0,0,0,0,0,0,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,44,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,2,1,14,7,0,0,0,3,0,0,0,3,0,0,0,37,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,3,0,0,0,0,0,0,2,0,0,0,1,0,1,1,14,37,0,0,0,0,0,0,14,0,1,0,16,0,14,17,200,1189
38,11,7,6,17,8,5,4,8,7,14,1,7,7,4,1,11,14,2,4,4,6,1,1,3,1,1,1,1,2,1,0,14,4,14,6,0,1,2,0,1,0,5,2,1,1,2,3,5,6,6,6,3,0,0,2,1,1,2,1,1,2,2,5,11,4,1,6,13,7,3,5,1,0,1,2,5,1,0,0,11,2,1,3,3,3,1,0,0,4,0,0,2,4,1,3,6,0,3,0,1,1,0,1,0,3,0,3,3,1,1,2,3,1,3,2,2,3,0,0,1,3,1,0,3,5,1,0,13,2,2,0,0,0,1,1,13,2,5,2,4,0,0,0,7,1,1,3,3,0,1,1,3,1,0,2,2,0,4,2,7,3,6,0,3,1,5,1,6,1,10,3,1,0,1,2,4,1,0,1,2,1,1,0,2,0,2,2,1,1,0,7,7,1,1,2,5,1,0,3,4,1,4,3,8,2,1,4,1,2,0,3,2,1,2,6,1,1,1,0,3,1,2,3,3,0,4,0,1,2,1,2,0,2,0,0,4,1,0,0,4,1,5,1,1,3,2,1,1,4,4,3,1,1,0,2,400
18,8,9,9,7,7,1,6,4,0,6,5,9,5,3,23,10,4,1,4,3,6,0,0,0,0,0,0,0,0,0,2,7,0,8,4,0,0,1,0,5,0,6,2,0,0,0,1,4,5,3,19,0,0,1,1,0,0,1,2,0,0,1,9,6,5,0,0,7,4,0,1,1,1,0,1,6,1,0,2,10,5,0,0,4,11,0,1,0,0,0,3,1,0,1,1,4,0,0,1,0,0,1,1,0,0,1,2,1,1,1,4,6,1,0,2,2,2,3,2,0,2,0,3,0,5,1,7,6,0,0,0,1,0,0,0,10,1,7,1,4,0,0,0,4,1,0,0,0,0,1,1,0,1,1,0,0,1,2,3,10,0,8,0,0,1,0,0,3,0,8,2,0,1,2,3,5,0,1,1,0,2,1,1,0,2,1,8,3,3,2,12,8,0,2,1,8,0,1,1,5,0,1,0,13,1,1,3,3,1,0,2,2,0,1,6,0,3,1,1,3,6,6,8,4,0,0,0,1,0,3,4,0,1,2,4,1,4,4,8,15,0,2,3,0,4,3,11,2,4,3,8,4,15,12,39,734
43,12,12,8,9,10,2,6,12,4,7,4,13,2,6,6,12,8,2,8,3,4,1,0,0,3,0,1,1,1,2,1,10,3,11,5,0,1,2,2,4,0,5,1,1,1,1,1,7,7,4,4,2,1,1,4,1,0,4,3,1,2,1,1,12,1,0,0,10,7,2,3,0,2,1,1,2,0,2,4,8,6,2,3,7,7,0,0,1,2,0,2,1,4,1,1,3,0,3,2,2,2,2,1,0,0,0,2,4,1,1,2,5,2,1,1,1,1,3,2,0,3,2,1,2,3,1,2,14,0,4,0,3,0,0,1,3,1,6,1,3,1,0,4,3,2,0,1,0,0,3,1,1,3,2,1,2,4,0,6,7,1,4,4,0,0,3,1,5,3,12,2,2,1,3,2,4,1,1,2,1,0,1,2,3,2,3,2,3,0,1,1,11,1,2,1,5,3,0,0,7,1,4,1,9,3,1,1,4,0,0,0,1,3,2,2,3,2,1,2,2,1,1,2,5,1,1,3,2,2,2,3,1,0,0,1,2,0,0,1,8,2,1,1,1,4,1,2,0,3,3,2,2,2,3,6,433
214,37,40,6,35,9,1,1,37,6,9,1,9,1,1,0,39,4,3,1,5,2,0,0,2,1,0,1,0,1,0,0,36,4,5,1,8,1,0,1,4,0,3,0,1,0,0,0,9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,40,5,4,2,7,1,1,1,1,1,0,0,1,0,1,0,9,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,37,1,5,1,5,0,1,0,5,0,2,0,1,0,0,0,2,1,2,0,2,0,0,0,1,0,0,0,0,1,0,0,9,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
104,33,34,12,26,5,6,2,31,4,5,2,7,0,3,2,23,11,7,3,8,1,0,0,4,3,0,1,4,1,0,1,24,2,9,4,4,2,2,1,7,4,3,3,3,2,1,0,7,3,4,1,3,2,1,1,0,0,1,0,2,1,0,0,35,6,2,1,8,2,3,1,4,2,2,0,2,1,2,3,9,1,1,1,2,1,1,0,1,1,0,1,0,0,0,0,4,1,2,0,1,1,1,1,3,1,1,0,0,1,0,1,4,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,28,1,3,2,8,3,2,0,10,3,2,1,1,2,0,1,5,1,0,1,4,1,0,2,1,1,2,1,1,0,1,0,12,3,1,0,0,1,0,0,2,0,0,0,1,1,1,0,2,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,10,1,2,0,5,0,0,0,2,1,2,0,0,0,0,0,4,0,2,1,1,0,0,0,1,0,3,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,2,0,0,3,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,144
38,14,15,4,13,6,3,6,14,4,11,7,9,3,4,9,14,8,3,6,9,5,0,0,1,3,1,3,0,3,0,2,16,5,14,5,1,0,0,3,3,0,3,2,2,1,1,1,6,4,4,5,1,1,2,0,1,1,0,3,1,1,1,3,11,7,1,1,8,5,1,0,1,0,2,0,5,1,0,3,11,5,1,2,3,5,2,3,1,1,1,0,1,4,1,0,2,3,0,1,1,2,4,2,2,2,1,0,1,1,2,1,5,1,2,0,2,1,3,1,1,0,2,3,4,2,1,3,12,1,4,1,2,3,4,2,13,2,2,0,3,1,3,0,5,2,2,3,1,1,0,3,1,1,1,1,0,0,0,0,9,1,1,1,0,4,0,1,3,1,4,0,5,2,1,2,7,1,4,0,0,1,2,6,0,0,1,5,2,0,4,1,6,0,1,2,4,1,1,2,7,2,3,2,15,0,2,2,5,2,1,1,0,1,1,1,1,1,1,2,0,1,2,3,6,2,1,1,1,2,0,0,2,3,0,3,0,1,3,1,7,2,3,1,0,3,2,1,2,0,2,3,2,2,1,4,396
6,12,14,11,11,6,1,5,11,3,4,6,10,5,5,8,9,4,3,6,2,10,1,0,0,1,1,0,0,1,1,3,10,3,4,5,0,0,1,0,3,0,8,0,0,1,3,2,12,6,5,5,0,0,0,4,0,0,2,0,0,1,0,8,8,7,0,2,4,4,0,1,1,0,0,1,9,0,0,2,9,2,0,1,7,12,1,0,0,0,0,3,1,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,4,2,4,6,2,1,2,2,2,1,3,1,0,3,6,1,3,2,9,7,1,3,0,2,0,0,2,5,1,6,0,5,0,2,1,2,0,0,0,0,0,1,3,0,0,1,1,1,1,0,4,10,0,4,0,0,0,1,2,3,1,15,3,1,1,2,2,5,1,1,1,1,1,4,4,2,2,0,6,0,3,4,7,9,0,2,1,6,0,0,2,5,0,0,4,16,2,2,2,6,1,2,1,1,0,3,4,1,1,1,5,2,3,2,8,6,1,0,3,0,2,0,0,2,1,1,2,0,6,4,9,13,2,0,5,3,2,0,13,1,3,3,4,5,8,8,15,629
69,22,12,8,16,8,3,8,16,3,10,2,13,2,2,2,17,11,4,9,5,5,4,1,1,2,2,0,5,1,2,0,10,6,13,1,0,2,3,0,8,1,4,2,2,0,2,0,8,3,4,5,1,1,2,0,2,1,1,0,1,5,3,0,12,5,1,3,7,5,1,3,4,0,2,1,6,2,0,1,12,7,0,1,4,7,0,1,1,1,2,1,1,0,0,0,5,3,1,1,0,1,0,2,0,1,1,0,4,4,0,2,6,2,4,0,0,1,4,1,2,0,3,1,0,0,1,1,17,2,8,3,3,1,0,0,6,2,9,1,5,0,0,1,4,0,0,1,3,2,1,2,1,0,1,2,0,0,1,1,15,2,5,0,3,0,3,3,6,4,4,0,1,0,2,0,1,3,1,1,0,1,2,2,1,1,1,2,1,0,0,0,7,1,1,1,6,2,0,2,7,2,5,3,8,2,1,1,4,1,0,2,3,0,2,0,2,0,1,1,0,0,0,0,7,0,0,1,1,1,0,0,1,1,2,0,0,0,1,0,2,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,272
233,31,30,4,30,4,4,2,24,8,7,1,5,1,1,1,27,9,3,2,6,4,0,0,2,3,2,0,0,1,0,0,31,4,10,0,1,0,3,1,5,2,2,0,2,0,1,0,2,2,3,0,3,0,0,0,1,0,0,0,0,0,0,0,30,4,4,2,10,2,3,0,6,1,0,0,0,1,0,0,4,3,0,0,2,1,1,0,1,0,0,0,1,0,0,0,4,0,2,0,4,1,2,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,32,0,4,0,3,1,1,1,10,4,1,0,1,0,0,0,9,4,3,0,0,0,0,0,2,1,1,0,1,0,0,0,7,0,0,0,1,0,0,1,4,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
102,19,24,3,15,11,7,4,18,6,9,6,7,1,2,3,23,8,7,3,3,3,0,0,2,4,0,1,0,3,1,1,22,7,11,2,7,2,0,1,2,4,1,1,0,0,3,1,5,2,3,3,2,0,4,0,3,1,1,0,0,0,1,0,21,4,4,2,11,7,1,0,4,0,0,0,3,0,2,0,9,4,0,2,6,4,2,2,6,2,2,1,1,1,0,0,7,0,4,1,1,2,2,0,0,2,3,0,2,0,1,0,0,0,1,2,0,3,0,0,0,1,2,0,0,1,3,1,26,3,3,1,6,4,2,0,12,0,2,1,4,0,1,0,5,2,1,1,0,2,2,1,2,3,3,0,1,2,2,1,6,4,1,1,2,0,0,1,5,1,6,2,1,0,1,0,3,3,1,2,0,1,0,3,1,1,0,0,0,1,0,0,4,2,1,0,4,2,1,0,5,0,0,2,2,0,0,1,1,0,1,1,0,0,1,0,1,2,0,1,1,1,1,0,3,1,1,1,1,1,1,1,2,0,2,1,2,0,2,1,0,0,1,0,1,0,2,1,2,1,0,0,0,1,0,0,224
8,4,8,6,8,11,4,2,8,5,6,5,5,3,7,13,4,8,1,5,0,4,0,0,0,0,0,0,0,0,0,1,5,1,11,4,0,0,0,0,1,0,6,0,0,1,1,1,7,4,3,24,0,1,0,1,1,1,0,2,0,1,1,3,6,1,0,0,8,5,0,0,3,0,0,0,6,0,1,0,10,4,0,0,5,25,1,2,1,1,1,1,0,3,1,5,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2,4,7,0,1,1,0,1,2,4,0,0,0,4,3,0,3,9,7,0,1,0,2,0,0,0,14,0,6,1,5,0,0,4,2,0,0,0,0,0,0,1,0,1,1,0,1,0,1,6,6,0,5,1,0,0,1,2,5,0,14,2,1,0,1,4,6,1,0,1,1,2,1,3,0,1,2,4,0,3,5,11,7,0,0,2,6,1,0,3,3,0,0,1,7,1,2,0,5,0,0,0,0,1,0,3,1,0,2,6,2,7,4,9,8,0,1,1,0,2,1,4,2,0,0,4,1,7,8,13,14,0,0,4,0,7,1,9,1,4,4,10,2,12,15,43,776
271,30,34,8,28,6,6,0,31,5,7,1,4,1,2,0,33,5,2,1,4,1,2,0,3,1,1,0,1,0,0,0,24,8,9,1,1,2,0,0,2,3,2,0,1,0,0,0,5,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,34,3,2,0,5,1,1,0,4,0,2,0,1,0,0,0,11,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,2,0,7,3,0,1,10,0,2,0,1,0,0,0,5,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,9,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
55,19,24,12,18,5,6,3,16,4,7,5,8,5,4,0,17,10,5,2,9,3,3,1,1,3,1,2,0,4,0,0,22,5,2,5,1,1,3,1,9,4,5,2,2,2,0,2,7,2,6,3,4,3,2,0,2,3,0,0,1,2,1,2,22,7,4,3,11,5,3,1,1,1,2,0,6,0,2,1,6,2,1,1,4,2,0,0,2,0,2,1,2,2,0,0,6,2,3,1,3,0,3,0,5,1,1,2,1,0,1,2,1,1,2,2,0,1,1,0,2,1,0,2,1,2,1,0,20,2,7,1,4,1,1,3,7,5,3,0,5,1,0,1,9,0,3,1,1,1,3,1,2,2,0,0,2,2,1,0,8,3,4,0,1,0,2,0,3,0,3,2,0,2,0,0,2,3,1,1,1,0,3,1,2,1,1,1,3,1,4,0,7,3,0,2,7,1,0,0,7,1,1,1,2,3,0,0,4,2,1,3,2,0,0,3,2,0,1,5,1,1,2,1,2,0,2,1,1,1,1,2,0,2,1,2,1,0,1,0,3,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,258
7,5,6,6,7,8,1,6,3,4,7,3,6,5,4,23,4,5,1,5,1,5,0,0,0,0,0,0,0,0,0,1,6,2,4,4,0,0,0,0,1,0,6,0,0,1,0,0,6,4,5,26,0,0,0,1,0,0,0,0,1,0,2,4,4,0,0,0,6,6,0,0,0,0,0,0,7,0,0,3,8,5,0,0,4,22,0,1,0,0,1,2,0,1,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,0,0,1,0,3,2,3,0,0,1,4,0,4,3,12,6,0,0,0,0,0,0,1,8,0,4,0,6,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,4,1,7,0,0,0,0,1,6,0,22,1,0,0,1,3,7,0,0,1,0,0,2,3,1,1,2,5,0,2,1,13,9,0,0,1,6,1,0,1,5,0,0,0,16,0,1,2,4,0,0,0,1,0,0,0,0,3,1,2,1,5,4,19,4,0,0,0,0,0,2,0,1,0,1,4,1,5,6,16,27,0,1,5,1,4,2,15,2,0,1,17,4,15,15,64,887
237,35,36,4,33,7,4,2,34,2,6,3,7,1,0,0,35,9,4,2,4,1,0,0,2,1,2,0,2,0,0,0,37,7,10,0,1,0,2,0,2,3,1,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,4,0,8,0,1,0,6,1,0,0,0,0,1,0,7,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,1,2,1,6,2,1,0,9,1,1,0,0,0,0,0,4,1,0,1,2,0,0,0,1,2,0,0,0,0,0,0,5,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
194,33,30,10,30,9,5,2,29,5,5,1,7,1,2,0,30,11,4,1,5,4,5,0,2,1,1,0,1,0,3,0,35,5,13,0,5,0,0,0,6,1,1,0,0,0,0,0,4,1,2,0,1,0,0,0,1,1,2,0,1,0,0,0,27,4,2,1,15,4,1,0,9,1,1,0,0,0,0,0,7,5,3,0,1,0,1,0,0,1,0,0,0,0,0,0,6,0,1,0,1,0,1,0,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,6,7,0,4,1,1,0,14,1,1,1,0,0,1,0,9,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
6,8,5,9,7,6,1,7,5,1,7,7,11,7,6,15,7,11,2,7,2,2,0,1,0,0,0,1,0,1,1,1,8,0,9,6,0,0,1,1,3,1,5,0,2,0,0,2,12,6,6,14,0,0,0,3,0,2,0,3,2,1,4,3,9,2,0,0,11,2,1,0,2,1,0,1,4,0,1,1,5,3,0,0,3,21,0,1,0,1,0,0,1,0,0,1,3,1,0,1,1,1,1,3,0,2,1,0,0,1,1,2,6,0,0,5,2,0,1,8,0,2,1,2,1,4,2,8,9,0,4,0,1,0,1,1,11,0,3,1,2,0,0,1,3,0,1,1,0,0,1,1,1,1,2,1,1,4,0,0,8,0,5,0,0,0,0,0,3,0,14,1,1,0,1,2,4,1,2,5,0,1,1,1,0,1,0,5,3,6,6,9,8,0,1,0,6,1,3,1,5,0,1,5,19,3,1,7,7,2,1,2,1,0,1,1,0,1,1,1,4,9,3,8,6,0,0,2,1,1,2,3,2,1,0,4,5,0,4,9,7,2,2,4,0,1,4,10,2,3,0,13,5,6,10,17,664
0,1,1,7,1,7,0,0,1,0,7,0,7,0,0,49,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,7,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,42,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,8,0,0,0,1,0,0,0,1,0,0,0,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,0,0,1,0,0,1,6,0,0,0,8,1,7,7,289,1286
44,16,16,6,14,10,7,3,17,4,7,4,8,2,2,3,13,9,4,5,1,8,3,1,0,0,0,3,2,1,2,1,13,3,10,3,2,0,3,1,6,2,5,1,0,0,1,0,9,3,2,1,2,1,0,0,1,1,3,1,3,1,1,3,11,5,1,1,5,5,1,1,5,1,1,1,3,4,2,1,9,4,1,1,7,11,0,1,2,2,1,2,1,1,0,2,5,2,0,1,2,2,2,4,0,2,2,2,1,4,2,3,3,2,1,1,1,0,0,2,3,0,1,2,0,4,3,3,11,1,4,1,2,1,1,1,7,1,7,1,5,1,3,3,3,0,2,2,1,0,3,2,0,1,1,1,1,1,0,7,8,2,4,3,2,2,1,4,4,2,9,2,1,1,1,0,6,1,2,0,2,1,4,1,3,1,1,2,1,2,2,3,15,1,1,1,3,1,2,0,1,2,0,0,6,1,0,3,5,2,0,1,1,1,5,2,1,1,1,1,1,2,4,2,3,0,1,3,1,2,0,0,0,2,2,4,2,2,0,1,5,2,1,2,2,0,2,3,0,3,5,5,2,3,0,0,393
97,24,22,7,26,14,3,4,25,7,16,6,5,7,2,4,24,14,7,0,6,4,1,1,2,2,1,0,1,1,2,1,25,4,12,1,1,2,1,2,3,2,6,0,2,2,1,0,7,1,3,2,2,2,0,2,0,0,0,2,0,0,0,0,26,7,3,3,10,2,4,0,2,1,3,1,3,1,0,0,13,2,1,1,5,3,1,1,1,0,1,1,0,1,0,0,7,1,1,1,3,1,0,0,1,0,2,0,0,2,0,0,4,0,3,0,1,0,1,0,1,0,0,1,1,0,0,0,24,3,7,1,3,1,5,0,13,0,3,1,4,0,0,0,10,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,3,2,3,1,0,1,7,0,1,1,1,0,2,0,3,4,0,1,1,1,0,0,2,0,1,0,0,0,1,0,10,2,1,0,0,0,1,0,1,2,1,1,1,0,1,0,3,1,0,2,2,0,1,1,4,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,173
